sigma,seed,agent,cost,harm,effort,w_mean,g_mean,floor_frac
0.5,23,R,0.030004476349638272,0.02445776719614839,0.0554670915348988,nan,nan,nan
0.5,24,R,0.04347500193405997,0.03692185892306394,0.0655314301099603,nan,nan,nan
0.5,25,R,0.030648934146713994,0.024585431310553883,0.060635028361601125,nan,nan,nan
0.5,26,R,0.049951398895436844,0.04289662484660021,0.07054774048836633,nan,nan,nan
0.5,27,R,0.03743291928801874,0.031239820146229745,0.06193099141788994,nan,nan,nan
0.5,28,R,0.03818412153308033,0.03204797104456787,0.06136150488512458,nan,nan,nan
0.5,29,R,0.03622503052973854,0.03049073009154404,0.057343004381945034,nan,nan,nan
0.5,0,A1,0.038226258663965396,0.027685222866322984,0.1054103579764241,1.0,1.0620595845530076,0.0
0.5,1,A1,0.03152962675541743,0.021377312652504896,0.1015231410291253,1.0,1.0082995623070012,0.0
0.5,2,A1,0.03288595256705327,0.02336225152144239,0.09523701045610877,1.0,1.032314444086805,0.0
0.5,3,A1,0.03760090162372603,0.027828150055886985,0.09772751567839041,1.0,1.0056431923447482,0.0
0.5,4,A1,0.04251702852674903,0.03146592581332347,0.1105110271342556,1.0,0.9636023403986543,0.0
0.5,5,A1,0.03053135115051013,0.020771730380225246,0.09759620770284883,1.0,1.0290622537584955,0.0
0.5,6,A1,0.025350857231743455,0.017339317044479694,0.08011540187263759,1.0,1.0933555811842572,0.0
0.5,7,A1,0.032900368132491364,0.023077476981689535,0.09822891150801832,1.0,0.9721111765060776,0.0
0.5,8,A1,0.02422941387052331,0.015273585150410801,0.0895582872011251,1.0,1.0844559536646985,0.0
0.5,9,A1,0.03989087678946303,0.02890609396257846,0.10984782826884569,1.0,0.999526795614089,0.0
0.5,10,A1,0.04274358388129575,0.03208520140840023,0.10658382472895521,1.0,1.023650871155118,0.0
0.5,11,A1,0.03193223258790841,0.021942700289476345,0.09989532298432065,1.0,1.0309758174890278,0.0
0.5,12,A1,0.023095162010145727,0.014370271098290805,0.08724890911854924,1.0,1.041535823825448,0.0
0.5,13,A1,0.041631420884987815,0.031038974697716663,0.10592446187271153,1.0,1.009264286773091,0.0
0.5,14,A1,0.03989566526260312,0.028654603144663098,0.11241062117940016,1.0,1.0035711039042516,0.0
0.5,15,A1,0.04860410987472312,0.03815110625653631,0.10453003618186812,1.0,1.0424517661132584,0.0
0.5,16,A1,0.03277794890670059,0.023239411331111962,0.09538537575588626,1.0,1.0520601052742296,0.0
0.5,17,A1,0.04099282580351031,0.030425866517566524,0.10566959285943783,1.0,0.9511967681908534,0.0
0.5,18,A1,0.04020819460434669,0.029100350164513067,0.11107844439833625,1.0,0.9609202251410872,0.0
0.5,19,A1,0.03508440924883126,0.02503571146306223,0.10048697785769026,1.0,1.088104257024145,0.0
0.5,20,A1,0.04539288975226409,0.034838785684049516,0.10554104068214573,1.0,0.9719446643961456,0.0
0.5,21,A1,0.03233852746948651,0.02284688503998803,0.09491642429498476,1.0,1.0612810282521086,0.0
0.5,22,A1,0.03428592806395198,0.024807805333654627,0.09478122730297357,1.0,1.0276984335580954,0.0
0.5,23,A1,0.0234806926780474,0.015154715456458698,0.08325977221588703,1.0,1.0428103699309714,0.0
0.5,24,A1,0.03395202821521005,0.023839141958273444,0.1011288625693661,1.0,0.9846635685832154,0.0
0.5,25,A1,0.02551760644557346,0.01642064265324632,0.09096963792327137,1.0,1.0439175737239368,0.0
0.5,26,A1,0.04031543766094316,0.02934402628769322,0.1097141137324994,1.0,1.0558885307693309,0.0
0.5,27,A1,0.03279056391638839,0.02321212397066921,0.09578439945719185,1.0,1.0168345984692995,0.0
0.5,28,A1,0.033065940220271026,0.023733043202239245,0.0933289701803178,1.0,1.0436876588080752,0.0
0.5,29,A1,0.03268613358823971,0.023743867238305256,0.08942266349934458,1.0,0.9892471449573118,0.0
0.5,0,A2,0.04377558031773565,0.0367706255760132,0.07004954741722451,0.0993631822217638,1.152592787198694,0.0
0.5,1,A2,0.040171646922619764,0.03354768541408825,0.06623961508531513,0.09785180667426181,1.152235578883182,0.0
0.5,2,A2,0.039065643838474,0.03256935214028318,0.06496291698190824,0.11007774456194531,1.1739343628873868,0.0
0.5,3,A2,0.044001426827114755,0.037341935701792506,0.06659491125322248,0.10559614043490036,1.1147032434287207,0.0
0.5,4,A2,0.04970362531166156,0.042725408656876976,0.06978216654784583,0.11705656736216455,1.184205940280317,0.0
0.5,5,A2,0.03741962568423241,0.03098434890013885,0.0643527678409356,0.10108300551243263,1.1483511370867343,0.0
0.5,6,A2,0.027607577865843808,0.021908546412738487,0.0569903145310532,0.07685553677421923,1.1429026187564815,0.0
0.5,7,A2,0.03643148026819009,0.03027307885294419,0.061584014152458996,0.07895485693621228,1.101976978167215,0.0
0.5,8,A2,0.027248972667486514,0.02118869133410362,0.06060281333382895,0.06820287483897684,1.1351887242742285,0.0
0.5,9,A2,0.05088436936318194,0.04382903606453356,0.07055333298648377,0.12249678634153985,1.1675554957597643,0.0
0.5,10,A2,0.04945987561700241,0.04248233197722895,0.06977543639773456,0.13293770629307136,1.1772386176125307,0.0
0.5,11,A2,0.039727579219960896,0.03307923399674665,0.06648345223214247,0.09308094909123978,1.1242588806731373,0.0
0.5,12,A2,0.026891003970140524,0.021057013624213722,0.05833990345926802,0.061882379185314765,1.1301882984363252,0.0
0.5,13,A2,0.050113692906317724,0.043195922095420176,0.06917770810897549,0.1238902660771326,1.168518890257427,0.0
0.5,14,A2,0.05154590228076164,0.044136237382596435,0.07409664898165208,0.1048303450018341,1.1288996405604848,0.0
0.5,15,A2,0.05606042200366163,0.04892982329914443,0.07130598704517203,0.1413712462924645,1.1769287947370675,0.0
0.5,16,A2,0.03876985150125109,0.032408245062739996,0.06361606438511096,0.10013545487417248,1.1594064930922892,0.0
0.5,17,A2,0.04691675625969238,0.04026934368647004,0.06647412573222342,0.12457742493948278,1.1183165474882422,0.0
0.5,18,A2,0.049314948148994335,0.04218093055763035,0.07134017591363981,0.11905796057703465,1.1291941164806039,0.0
0.5,19,A2,0.041413848475413156,0.03473912693715506,0.06674721538258095,0.08969272879347441,1.180788101192979,0.0
0.5,20,A2,0.05440411363630859,0.04741787010139101,0.06986243534917586,0.13698480908551078,1.1574274023644362,0.0
0.5,21,A2,0.040357390003782495,0.033796392040591594,0.06560997963190902,0.10607140959188069,1.1949776113570814,0.0
0.5,22,A2,0.039196329630044505,0.033089179980871256,0.06107149649173252,0.10216860659945919,1.1670859818299504,0.0
0.5,23,A2,0.029465068009089403,0.023832295322100197,0.05632772686989206,0.06871461334825056,1.1356118443296472,0.0
0.5,24,A2,0.042614635363414206,0.03590246471165115,0.06712170651763058,0.09265074696210257,1.135128703745167,0.0
0.5,25,A2,0.030110386161629782,0.02393882281789624,0.061715633437335445,0.07809219758550008,1.137053186112466,0.0
0.5,26,A2,0.048736293467077654,0.0414699118515653,0.07266381615512353,0.09975608750462285,1.1522350907437011,0.0
0.5,27,A2,0.03673332680769947,0.030424028156944647,0.06309298650754828,0.08712217201389491,1.1504042642531644,0.0
0.5,28,A2,0.03744958974832597,0.03114766986956972,0.06301919878756249,0.08135054870234204,1.11828028271522,0.0
0.5,29,A2,0.035289949280687724,0.029374916001070537,0.05915033279617189,0.09267034530825835,1.1167145580693942,0.0
0.5,0,A3,0.04024952972628851,0.03106228251897291,0.09187247207315599,0.8005209521280947,1.1511247120237218,0.0
0.5,1,A3,0.035909610725685874,0.027506393689628587,0.08403217036057285,0.7884914873517157,1.141456043101315,0.0
0.5,2,A3,0.03541721656227435,0.027184607236268872,0.0823260932600548,0.8139214550504151,1.1779638656139637,0.0
0.5,3,A3,0.04058595674825123,0.03228703838769332,0.0829891836055791,0.7754373981622131,1.143248252071794,0.0
0.5,4,A3,0.047651187039734415,0.038876593459916585,0.0877459357981783,0.7591390681578134,1.188872285116963,0.0
0.5,5,A3,0.033339409013274084,0.02487796050710372,0.08461448506170362,0.822117257221893,1.1576672341030056,0.0
0.5,6,A3,0.025676907587499537,0.01823568400942751,0.07441223578072027,0.9110768763566629,1.1542389494165861,0.0
0.5,7,A3,0.03343749857372944,0.025028209037155656,0.08409289536573784,0.8478079006408321,1.0568403007168115,0.0
0.5,8,A3,0.025074983051990782,0.016814890349057438,0.08260092702933342,0.8976321686731481,1.139245071747261,0.0
0.5,9,A3,0.04609318422989252,0.03725444773709686,0.0883873649279566,0.7316272920387115,1.1768618943051152,0.0
0.5,10,A3,0.046122459893906134,0.037165024121603774,0.0895743577230236,0.7614412844871089,1.1885880871730121,0.0
0.5,11,A3,0.03603506615221776,0.027315990029736906,0.08719076122480854,0.8212645076714221,1.1361804490999912,0.0
0.5,12,A3,0.024494408705038842,0.01660116752138786,0.07893241183650983,0.8939072435492632,1.103836891824238,0.0
0.5,13,A3,0.04574979206767218,0.03687212313396942,0.08877668933702758,0.7680130637863634,1.1653657984446395,0.0
0.5,14,A3,0.04545620065650424,0.036051637849266516,0.09404562807237726,0.7569988783654404,1.1337546537716576,0.0
0.5,15,A3,0.052803754293913006,0.04412574761506978,0.08678006678843227,0.7112370615547834,1.2004631717678889,0.0
0.5,16,A3,0.0349729402311587,0.026673651115842967,0.08299289115315733,0.8235193307304709,1.1660462392641813,0.0
0.5,17,A3,0.04315390106328107,0.03460072842815521,0.08553172635125861,0.7405914356395471,1.1261498582551797,0.0
0.5,18,A3,0.04553722418584053,0.036293582185138853,0.0924364200070168,0.7710748918740515,1.1136057843182565,0.0
0.5,19,A3,0.03784653976144154,0.029053284813865064,0.08793254947576477,0.8024071366785739,1.1671704335845101,0.0
0.5,20,A3,0.05054282626581775,0.042010270488733306,0.08532555777084444,0.7194317722533058,1.1804797331416648,0.0
0.5,21,A3,0.035119305459257066,0.026882595381670035,0.08236710077587028,0.8161167264104788,1.1810561281826935,0.0
0.5,22,A3,0.0360134119131862,0.027841947743189363,0.08171464169996837,0.826033030387275,1.1490583087514938,0.0
0.5,23,A3,0.025560895945832784,0.01797235977418027,0.07588536171652514,0.8812076944884214,1.1076537835608546,0.0
0.5,24,A3,0.03861120074601172,0.02995740104541008,0.08653799700601643,0.8114653161564145,1.10693283500102,0.0
0.5,25,A3,0.025961123882760145,0.017509383956353947,0.08451739926406197,0.9058488367718199,1.1105633442517524,0.0
0.5,26,A3,0.04379121620160908,0.03455493384438257,0.09236282357226508,0.7417656304254925,1.1450981626698495,0.0
0.5,27,A3,0.033863217382943164,0.025508489568552416,0.08354727814390749,0.8473627698092563,1.1343826421163767,0.0
0.5,28,A3,0.03457240053943347,0.026150689194621723,0.08421711344811753,0.894143963061211,1.1180933635038055,0.0
0.5,29,A3,0.03312253464291706,0.025445465908396317,0.07677068734520745,0.8361883764332483,1.1188473473918132,0.0
0.75,0,R,0.04483244296530671,0.03798422115610971,0.06848221809197004,nan,nan,nan
0.75,1,R,0.041145828975504506,0.034634011473765124,0.06511817501739382,nan,nan,nan
0.75,2,R,0.03986176818591134,0.033490226715996954,0.06371541469914387,nan,nan,nan
0.75,3,R,0.04495909504809696,0.038462952016899435,0.0649614303119753,nan,nan,nan
0.75,4,R,0.05042596460707471,0.04364988172357114,0.06776082883503563,nan,nan,nan
0.75,5,R,0.03812105870022789,0.03182442481522021,0.06296633885007683,nan,nan,nan
0.75,6,R,0.027869493728371254,0.022249117766953735,0.05620375961417519,nan,nan,nan
0.75,7,R,0.037164715536556585,0.031203520822968903,0.05961194713587678,nan,nan,nan
0.75,8,R,0.027577437490985415,0.021590289360321337,0.059871481306640766,nan,nan,nan
0.75,9,R,0.05260628970114343,0.04580240684958923,0.06803882851554198,nan,nan,nan
0.75,10,R,0.05067620214350274,0.04389321438924065,0.0678298775426209,nan,nan,nan
0.75,11,R,0.04027127474881056,0.033777125630780974,0.06494149118029581,nan,nan,nan
0.75,12,R,0.027399494615225697,0.0216830124924901,0.057164821227355986,nan,nan,nan
0.75,13,R,0.05099587425415718,0.04429101526199222,0.06704858992164953,nan,nan,nan
0.75,14,R,0.052816308102548455,0.04562121411189365,0.07195093990654809,nan,nan,nan
0.75,15,R,0.05707777344859655,0.05015830002349357,0.06919473425102977,nan,nan,nan
0.75,16,R,0.03961635221512756,0.03339179746509815,0.06224554750029415,nan,nan,nan
0.75,17,R,0.0475937136367703,0.04118537334776854,0.0640834028900176,nan,nan,nan
0.75,18,R,0.05040803612579068,0.04346635497850177,0.06941681147288908,nan,nan,nan
0.75,19,R,0.04232884562591614,0.035782909561117265,0.0654593606479888,nan,nan,nan
0.75,20,R,0.05551970095641656,0.04878146359376114,0.06738237362655423,nan,nan,nan
0.75,21,R,0.04113496791265125,0.034680287046359656,0.0645468086629159,nan,nan,nan
0.75,22,R,0.03986422594078809,0.033927718851900365,0.05936507088887725,nan,nan,nan
0.75,23,R,0.030004476349638272,0.02445776719614839,0.0554670915348988,nan,nan,nan
0.75,24,R,0.04347500193405997,0.03692185892306394,0.0655314301099603,nan,nan,nan
0.75,25,R,0.030648934146713994,0.024585431310553883,0.060635028361601125,nan,nan,nan
0.75,26,R,0.049951398895436844,0.04289662484660021,0.07054774048836633,nan,nan,nan
0.75,27,R,0.03743291928801874,0.031239820146229745,0.06193099141788994,nan,nan,nan
0.75,28,R,0.03818412153308033,0.03204797104456787,0.06136150488512458,nan,nan,nan
0.75,29,R,0.03622503052973854,0.03049073009154404,0.057343004381945034,nan,nan,nan
0.75,0,A1,0.03979027949173997,0.026709232403820605,0.1308104708791937,1.0,1.0493269738060145,0.0
0.75,1,A1,0.03331944843158852,0.020384020275490366,0.12935428156098155,1.0,0.9911898526474106,0.0
0.75,2,A1,0.03540986897515667,0.022883022063244114,0.12526846911912554,1.0,1.008242136240055,0.0
0.75,3,A1,0.03921672099366108,0.025926513370290994,0.13290207623370087,1.0,0.9740467842194593,0.0
0.75,4,A1,0.04610469862689302,0.03315778525290586,0.12946913373987165,1.0,1.0644144221341565,0.0
0.75,5,A1,0.03338928762721363,0.021212885143904337,0.12176402483309291,1.0,1.0174658953243707,0.0
0.75,6,A1,0.02840519719641882,0.017519953416871674,0.10885243779547146,1.0,1.0542465915520591,0.0
0.75,7,A1,0.03529415615691801,0.023091181988406505,0.12202974168511505,1.0,1.0035720611161298,0.0
0.75,8,A1,0.02573776600265003,0.014197681634346558,0.11540084368303474,1.0,1.0687548664721502,0.0
0.75,9,A1,0.04275294212939927,0.030045989817430504,0.12706952311968767,1.0,1.0556585350472716,0.0
0.75,10,A1,0.044330215947218754,0.031704833181258815,0.12625382765959936,1.0,1.0226893109373463,0.0
0.75,11,A1,0.03373896621954008,0.020809416446703914,0.12929549772836166,1.0,0.9676796768938866,0.0
0.75,12,A1,0.025696453695957855,0.014492007881235594,0.11204445814722261,1.0,1.0476066992760475,0.0
0.75,13,A1,0.0435916577999573,0.030313131671087647,0.13278526128869653,1.0,1.0110173470758768,0.0
0.75,14,A1,0.041851879378465996,0.027500463263410976,0.14351416115055016,1.0,0.9580251566651793,0.0
0.75,15,A1,0.051404982134100205,0.03835052964045821,0.13054452493641996,1.0,1.036544724937048,0.0
0.75,16,A1,0.03443646857377407,0.021115817740730534,0.1332065083304353,1.0,0.9622801426576513,0.0
0.75,17,A1,0.04445725150873224,0.03122094537321243,0.1323630613551981,1.0,0.9499703268386184,0.0
0.75,18,A1,0.04517539044607931,0.03152682347240584,0.13648566973673468,1.0,1.015476577644116,0.0
0.75,19,A1,0.037282132190472876,0.024977276313484377,0.12304855876988499,1.0,1.0839213906308436,0.0
0.75,20,A1,0.048457564968334595,0.03491459388406287,0.1354297108427172,1.0,0.9587225829282876,0.0
0.75,21,A1,0.03499289135032084,0.02339193234842346,0.11600959001897379,1.0,1.088329198903108,0.0
0.75,22,A1,0.03824413442684164,0.026230676802108138,0.12013457624733499,1.0,1.062426712677451,0.0
0.75,23,A1,0.026152231923284572,0.0155949441442209,0.10557287779063673,1.0,1.0848348641910373,0.0
0.75,24,A1,0.036156916430509806,0.0236975009664668,0.12459415464043003,1.0,1.0266080986161612,0.0
0.75,25,A1,0.028685827417106402,0.016737726204300966,0.11948101212805431,1.0,1.0641169500547598,0.0
0.75,26,A1,0.041968554514229546,0.0278033778588153,0.14165176655414244,1.0,1.0062789075811074,0.0
0.75,27,A1,0.03529217642411197,0.02316666455341795,0.12125511870694018,1.0,1.0047604654488895,0.0
0.75,28,A1,0.035740099632586494,0.023885413285640717,0.11854686346945773,1.0,1.0103850682379538,0.0
0.75,29,A1,0.03526272056383438,0.023345336308461515,0.11917384255372866,1.0,0.9578987765801819,0.0003333333333333333
0.75,0,A2,0.04397388500596211,0.03695450450589478,0.07019380500067336,0.07404921481719426,1.1506452306995585,0.0
0.75,1,A2,0.040388955827146474,0.03370298260096215,0.06685973226184325,0.0781101026486514,1.1530812587401367,0.0
0.75,2,A2,0.03926039497170441,0.032739450923388785,0.06520944048315624,0.08346434699167403,1.1735249241306076,0.0
0.75,3,A2,0.044215805664433665,0.037531917645839116,0.06683888018594551,0.08398991664195508,1.1195106271091169,0.0
0.75,4,A2,0.049985752210527326,0.04294832989670853,0.07037422313818795,0.09384606842743283,1.2018345530422945,0.0
0.75,5,A2,0.03761118789282861,0.031174199669803514,0.06436988223025096,0.07307534713153356,1.1337713855161724,0.0
0.75,6,A2,0.027736704605929963,0.021991922595863515,0.05744782010066449,0.053028309296919686,1.1305602949506404,0.0
0.75,7,A2,0.03661326706193221,0.030495601518800118,0.06117665543132091,0.0582772730002622,1.0969591774280327,0.0
0.75,8,A2,0.027345354885246417,0.021299406765225525,0.06045948120020891,0.04401510148618384,1.1607611140035892,0.0
0.75,9,A2,0.05118261359377982,0.04415493693890845,0.0702767665487137,0.09501927153734412,1.179918402883033,0.0
0.75,10,A2,0.049754864590919,0.042787300879719076,0.06967563711199921,0.09377278124631218,1.188300907966414,0.0
0.75,11,A2,0.03981021506437677,0.03312738438844915,0.06682830675927617,0.06816657966958466,1.1168952023341616,0.0
0.75,12,A2,0.02700609539123336,0.02120180007935464,0.058042953118787204,0.040244383550799574,1.141117600705574,0.0
0.75,13,A2,0.050431677790305565,0.04343555880421435,0.06996118986091218,0.09783213765750308,1.1700338251925404,0.0
0.75,14,A2,0.05177636494658234,0.04436391144612635,0.07412453500455987,0.08423237384842247,1.1288446215708061,0.0
0.75,15,A2,0.05638785900006675,0.0491750068087398,0.0721285219132695,0.1081084425659017,1.176618396612378,0.0
0.75,16,A2,0.038994564240233905,0.032562422105226814,0.06432142135007092,0.0785686641774189,1.1390446554968634,0.0
0.75,17,A2,0.04706702027063817,0.04042842867079239,0.0663859159984578,0.09126392689129689,1.1080245061114933,0.0
0.75,18,A2,0.04983598837010826,0.04267012731791809,0.07165861052190174,0.08847599543022729,1.1358854744791507,0.0
0.75,19,A2,0.04154154090600405,0.03483027902016366,0.06711261885840386,0.07003379690145355,1.180393819463717,0.0
0.75,20,A2,0.054772920253211115,0.047811163931258976,0.06961756321952141,0.0980377766294384,1.1588045314255544,0.0
0.75,21,A2,0.040672262111987226,0.03409809577371624,0.06574166338270991,0.07272456936179826,1.2115230795757663,0.0
0.75,22,A2,0.039499747341622156,0.033370848032999056,0.061288993086231,0.07996945593501499,1.1661131416425876,0.0
0.75,23,A2,0.029577458451889645,0.023911768502996224,0.05665689948893421,0.06046562149959928,1.1374713602958575,0.0
0.75,24,A2,0.04284121433320602,0.03611384799657077,0.06727366336635253,0.07330946261548739,1.1473510455372669,0.0
0.75,25,A2,0.030320906206733424,0.024131950146436543,0.06188956060296882,0.057030852781051806,1.1308841600351915,0.0
0.75,26,A2,0.04887465781095147,0.04157394996502106,0.07300707845930403,0.08390905436559258,1.1407654229926805,0.0
0.75,27,A2,0.03686197617158457,0.030518879122423744,0.06343097049160824,0.07135731735777057,1.1476731422740876,0.0
0.75,28,A2,0.03775311035498456,0.03142025038217421,0.06332859972810348,0.06176455594783989,1.1213990918416024,0.0
0.75,29,A2,0.035643413349650536,0.029726524527376355,0.059168888222741786,0.0759823924692242,1.1189168420808508,0.0
0.75,0,A3,0.0422304148297181,0.032545407856658576,0.09685006973059525,0.6173622740568673,1.1633022625375684,0.0
0.75,1,A3,0.03797657606537868,0.02858458578290517,0.0939199028247351,0.6477318146810288,1.1336820120251825,0.0
0.75,2,A3,0.03765187103678092,0.02882245135075144,0.08829419686029479,0.6175595128990348,1.1976083964604698,0.0
0.75,3,A3,0.042654577008562976,0.033192443207369526,0.09462133801193448,0.6404641347150984,1.1180062409709017,0.0
0.75,4,A3,0.049676167574414926,0.04022385931945862,0.09452308254956307,0.6215316252158082,1.2226650419930103,0.0
0.75,5,A3,0.03540339862858055,0.026179302081810296,0.09224096546770254,0.6669076958756809,1.1296129901557912,0.0
0.75,6,A3,0.028287477910168328,0.019387762891777544,0.08899715018390784,0.7740667355633752,1.136213774503692,0.0
0.75,7,A3,0.03560960499292,0.02625939159985362,0.09350213393066377,0.7018788726301216,1.082134719944738,0.0
0.75,8,A3,0.026657100464891472,0.017468196100026194,0.09188904364865279,0.7206002869740441,1.1267831980849419,0.0
0.75,9,A3,0.04890550388187448,0.039669545446514985,0.09235958435359491,0.5849345473961337,1.1942390735355788,0.0
0.75,10,A3,0.047648153937949425,0.03860123549732496,0.09046918440624463,0.5788081904053246,1.206082133707751,0.0
0.75,11,A3,0.03758781897306852,0.027854585422635365,0.09733233550433149,0.687185411524896,1.0948822863480268,0.0
0.75,12,A3,0.027091334871295857,0.01820567217163356,0.08885662699662296,0.735494982402473,1.1235349376028638,0.0
0.75,13,A3,0.04791851267362526,0.03852699044447737,0.09391522229147896,0.6067155777296531,1.177366088411856,0.0
0.75,14,A3,0.04790369960712934,0.037616632958617745,0.10287066648511593,0.6086470415563152,1.1095980347879244,0.0
0.75,15,A3,0.05490605496682445,0.045544444570103045,0.09361610396721401,0.5654404623573195,1.1958630527921983,0.0
0.75,16,A3,0.037071133464103775,0.027725763174503423,0.09345370289600355,0.6237729855951099,1.1012069745329898,0.0
0.75,17,A3,0.045722312728054756,0.03664667723555471,0.09075635492500048,0.5879582135508066,1.1212475335475707,0.0
0.75,18,A3,0.04907472594172811,0.03901667192843367,0.1005805401329444,0.6239407394600406,1.1389205751632903,0.0
0.75,19,A3,0.04012626950053246,0.030823946934758588,0.09302322565773875,0.6209388542121693,1.177782942498037,0.0
0.75,20,A3,0.0527248050740558,0.04364361039744702,0.09081194676608788,0.5681616308147732,1.1564277960108578,0.0
0.75,21,A3,0.037788232909952355,0.02889521748839728,0.0889301542155508,0.6580381092804314,1.1919029440503324,0.0
0.75,22,A3,0.03910962204424989,0.030137157293951146,0.08972464750298745,0.6797387112570974,1.1688088201468059,0.0
0.75,23,A3,0.028993596522015455,0.020306074057492164,0.08687522464523292,0.7375874235553033,1.1584353992986383,0.0
0.75,24,A3,0.040622990431379166,0.03140639252079372,0.09216597910585449,0.632165974911845,1.1439231308219286,0.0
0.75,25,A3,0.029062573868608693,0.019515511543570792,0.09547062325037899,0.7174263078268791,1.1347018048434614,0.0
0.75,26,A3,0.04587551245963588,0.03594451735132107,0.09930995108314809,0.5716835063870139,1.1284464221593307,0.0
0.75,27,A3,0.035885059150206566,0.026944142047705167,0.08940917102501397,0.6770572898779447,1.1501832917985289,0.0
0.75,28,A3,0.036777896523311274,0.027234061901180426,0.09543834622130846,0.7480614327880641,1.1132909960707293,0.0
0.75,29,A3,0.03539244883520501,0.026642524265282182,0.08749924569922826,0.7145146012150205,1.1165578766601403,0.0
1.0,0,R,0.04483244296530671,0.03798422115610971,0.06848221809197004,nan,nan,nan
1.0,1,R,0.041145828975504506,0.034634011473765124,0.06511817501739382,nan,nan,nan
1.0,2,R,0.03986176818591134,0.033490226715996954,0.06371541469914387,nan,nan,nan
1.0,3,R,0.04495909504809696,0.038462952016899435,0.0649614303119753,nan,nan,nan
1.0,4,R,0.05042596460707471,0.04364988172357114,0.06776082883503563,nan,nan,nan
1.0,5,R,0.03812105870022789,0.03182442481522021,0.06296633885007683,nan,nan,nan
1.0,6,R,0.027869493728371254,0.022249117766953735,0.05620375961417519,nan,nan,nan
1.0,7,R,0.037164715536556585,0.031203520822968903,0.05961194713587678,nan,nan,nan
1.0,8,R,0.027577437490985415,0.021590289360321337,0.059871481306640766,nan,nan,nan
1.0,9,R,0.05260628970114343,0.04580240684958923,0.06803882851554198,nan,nan,nan
1.0,10,R,0.05067620214350274,0.04389321438924065,0.0678298775426209,nan,nan,nan
1.0,11,R,0.04027127474881056,0.033777125630780974,0.06494149118029581,nan,nan,nan
1.0,12,R,0.027399494615225697,0.0216830124924901,0.057164821227355986,nan,nan,nan
1.0,13,R,0.05099587425415718,0.04429101526199222,0.06704858992164953,nan,nan,nan
1.0,14,R,0.052816308102548455,0.04562121411189365,0.07195093990654809,nan,nan,nan
1.0,15,R,0.05707777344859655,0.05015830002349357,0.06919473425102977,nan,nan,nan
1.0,16,R,0.03961635221512756,0.03339179746509815,0.06224554750029415,nan,nan,nan
1.0,17,R,0.0475937136367703,0.04118537334776854,0.0640834028900176,nan,nan,nan
1.0,18,R,0.05040803612579068,0.04346635497850177,0.06941681147288908,nan,nan,nan
1.0,19,R,0.04232884562591614,0.035782909561117265,0.0654593606479888,nan,nan,nan
1.0,20,R,0.05551970095641656,0.04878146359376114,0.06738237362655423,nan,nan,nan
1.0,21,R,0.04113496791265125,0.034680287046359656,0.0645468086629159,nan,nan,nan
1.0,22,R,0.03986422594078809,0.033927718851900365,0.05936507088887725,nan,nan,nan
1.0,23,R,0.030004476349638272,0.02445776719614839,0.0554670915348988,nan,nan,nan
1.0,24,R,0.04347500193405997,0.03692185892306394,0.0655314301099603,nan,nan,nan
1.0,25,R,0.030648934146713994,0.024585431310553883,0.060635028361601125,nan,nan,nan
1.0,26,R,0.049951398895436844,0.04289662484660021,0.07054774048836633,nan,nan,nan
1.0,27,R,0.03743291928801874,0.031239820146229745,0.06193099141788994,nan,nan,nan
1.0,28,R,0.03818412153308033,0.03204797104456787,0.06136150488512458,nan,nan,nan
1.0,29,R,0.03622503052973854,0.03049073009154404,0.057343004381945034,nan,nan,nan
1.0,0,A1,0.04404170439093058,0.027697950575092695,0.1634375381583789,1.0,1.0568760333374592,0.0
1.0,1,A1,0.03684034832638434,0.020712088595043327,0.1612825973134101,1.0,0.9742278054224706,0.0
1.0,2,A1,0.03827769266543747,0.021740375666527558,0.1653731699890991,1.0,0.9984751924207279,0.0
1.0,3,A1,0.04297624396518907,0.027566953083416158,0.1540929088177291,1.0,0.9961486063255811,0.0
1.0,4,A1,0.04933371237281682,0.03363482549819629,0.15698886874620532,1.0,1.0548622948298438,0.0
1.0,5,A1,0.03565858922630259,0.02072803659498561,0.14930552631316976,1.0,1.0302808229061986,0.0
1.0,6,A1,0.030981435430665838,0.017174605847141342,0.13806829583524496,1.0,1.0474666612609995,0.0
1.0,7,A1,0.03872346261091539,0.024125579538265263,0.14597883072650125,1.0,1.0250456810883084,0.0
1.0,8,A1,0.0288178351079498,0.015194935733481732,0.13622899374468067,1.0,1.0944708616651406,0.0
1.0,9,A1,0.044494717270971276,0.02794170729919693,0.1655300997177434,1.0,1.0091392448011083,0.0
1.0,10,A1,0.04953111527596635,0.033675491424791947,0.15855623851174402,1.0,1.0197621586852892,0.0
1.0,11,A1,0.03873269276704277,0.02373184759052206,0.15000845176520708,1.0,1.0480098811828256,0.0
1.0,12,A1,0.02856558438670672,0.01401187325934624,0.1455371112736048,1.0,1.0158481363378713,0.0
1.0,13,A1,0.046710389256439666,0.030603298682458445,0.16107090573981223,1.0,1.0006118982778611,0.0
1.0,14,A1,0.044971250224910345,0.02799513613226215,0.1697611409264819,1.0,1.0013286906415746,0.0
1.0,15,A1,0.05643195668022977,0.04123297917020952,0.1519897751002024,1.0,1.0967404716507458,0.0
1.0,16,A1,0.03908200394209681,0.02369130327755361,0.15390700664543194,1.0,1.0288997915439961,0.0
